,LEMMA,FIRST,SECOND,SUFFIX,SIMPLE,POS,HEAD,POS_HEAD,HEAD_NORMALIZED,HEAD_SUFFIX,SYSTEM_SUFFIX
956,μελιηδής,noun stem μελι  μέλι   honey ,adj  root ηδ   ἡδύς   pleasant  sweet ,"adj. suf. -ής, -ές",ης,A,ἡδύς,N,ἡδύς,υς,ης
957,μελίκρητον,,,,,,,N,,,ον
958,μελίφρων,noun stem μελι  μέλι   honey ,noun stem φρο   φρήν   midriff heart mind ,"adj. suf. -ων, -ον",ων,A,φρήν,N,φρήν,,ων
959,μενεδήϊος,verbal stemμενε   μένω   stand fast  trans await  expect ,δήϊος  Ep  for δάϊος   enemy ,,,,δήϊος,N,δήϊος,ιος,ιος
960,Μενέλαος,verbal stemμενε   μένω   stand fast  trans await  expect ,λαός  men  people ,,,,λαός,N,λαός,ος,ος
961,μενεπτόλεμος,verbal stemμενε   μένω   stand fast  trans await  expect ,noun root stem πτολεμ ο    πτόλεμος  πόλεμος   war  battle ,"adj. suf. -ος, -ον",ος,A,πτόλεμος,N,πτόλεμος,μος,μος
962,Μενεσθῆυς,verbal root μεν   μένω   stand fast ,noun stem σθε   σθένος   strength  might ,nom. suf. -ευς,ευς,A,σθένος,N,σθένος,νος,υς
963,Μενέσθιος,,,,,,,N,,,ιος
964,μενεχάρμης,verbal rootμενε   μένω   stand fast ,noun root χάρμ   χάρμη   joy of battle ,m. noun suf. -ης,ης,A,χάρμη,N,χάρμη,η,ης
965,μενοεικής,noun root μενο   μένος  ους   might  force  intent  purpose ,verbal root εἰκ   ἔοικα   be like ,"adj. suf. -ής, -ές",ης,A,ἔοικα,V,ἔοικα,V,ης
966,Μενοιτιάδης,,,,,,,N,,,ης
967,Μενοίτιος,verbal root μεν   μένω   stand fast  trans await  expect ,noun root οιτ   οἶτος   fate  doom ,adj. suf. -ιος,ιος,A,οἶτος,N,οἶτος,ιτος,ιος
968,μεσαιπόλιος,,,,,,,N,,,λιος
969,μέσσαυλος,adj  root μεσσ,,,,,μεσσ,N,μεσσόθι,,λος
970,μεσσοπαγής,,,,,,,N,,,ης
971,μετάγγελος,,,,,,,N,,,λος
972,μεταδήμιος,,,,,,,N,,,ιος
973,μεταδόρπιος,,,,,,,N,,,ιος
974,μεταπαυσωλή,,,,,,,N,,,η
975,μετάφρενον,,,,,,,N,,,ον
976,μετήορος,,,,,,,N,,,ρος
977,μετώπιον,noun root ωπ   ὤψ ὠπός   eye  face ,,noun suf. -ιον,ιον,A,ὠπός,N,πός,ος,ιον
978,μέτωπον,,,,,,,N,,,ον
979,μητροπάτωρ,noun stem μητρο   μήτηρ   mother ,noun root πατ ερ    πατήρ   father ,noun suf. -ωρ,ωρ,A,πατήρ,N,πατήρ,τηρ,τωρ
980,μιαίφονος,verbal stem μιαί   ,,,,,μιαί,V,μιαίνω,V,νος
981,μιλτοπάρῃος,,,,,,,N,,,ος
982,μογοστόκος,verbal root τόκ   τίκτω   bring into the world  engender ,,"adj. suf. -ος, -ον",ος,A,τίκτω,V,τίκτω,V,ος
983,μοιχάγρια,noun root μοιχ   μοιχός   adulterer  paramour ,verbal root ἀγρ   ἀγρεύω   catch ,n. pl. adj. suf. -ια O,ια,A,ἀγρεύω,V,ἀγρεύω,V,ια
984,μυλοειδής,,,,,,,N,,,ιδης
985,μῶνυξ,,,,,,,N,,,
986,Ναυβολίδης,noun stem ναυ   ναῦς  νεώς νηός   ship ,,,,,ναῦς,N,ναῦς,υς,ιδης
987,ναύλοχος,noun stem ναυ   ναῦς  νεώς νηός   ship ,noun root stem λόχ ο    ambush  i e  place for lying in wait ,,,,λόχ,N,λόχος,,ος
988,Ναυσίθοος,,θοός  quick  nimble ,,,,θοός,N,θοός,ος,ος
989,ναυσικλειτός,,κλειτός  renowned  glorious ,,,,κλειτός,N,κλειτός,ιτος,ιτος
990,ναυσικλυτός,,κλυτός  renowned  glorious ,,,,κλυτός,N,κλυτός,τος,τος
991,νεηγενής,adj  stem νεο   νέος   young  new ,verbal stemγενε   γενέσθαι  γίγνομαι   come into being ,"adj. suf. -ής, -ές",ης,A,γενέσθαι,V,γενέσθαι,V,ης
992,νεήκης,adj  stem νεο   νέος   young  new ,noun root ἀκ   ἀκή  ἀκμή   point ,"adj. suf. -ης, -ες",ης,A,ἀκμή,N,ἀκμή,η,ης
993,νέηλυς,adj  stem νε   νέος   young  new ,verbal root ηλυ θ    ἤλυθον  ἐλεύσομαι   come   cf  Chantraine ,adj. suf. -ς OCCURRENCE,ς,A,ἐλεύσομαι,V,ἐλεύσομαι,V,υς
994,νεοαρδής,adj  stem νεο   νέος   young  new ,verbal root A   ἄρδω   give drink to  water ,"adj. suf. -ής, -ές",ης,A,ἄρδω,V,ἄρδω,V,ης
995,νεόδαρτος,adj  stem νεο   νέος   young  new ,verbal root δαρ   δέρω   skin  flay ,"adj. suf. -τος, -τον",τος,A,δέρω,V,δέρω,V,τος
996,νεοπενθής,adj  stem νεο   νέος   new  young ,noun root πένθ   πένθος   grief  sorrow  mourning ,"adj. suf. -ής, -ές",ης,A,πένθος,N,πένθος,ος,ης
997,νεόπριστος,adj  stem νεο   νέος   young  new ,πριστός  cf  πρί ζ ω   sawn ,,,,πριστός,N,πριστός,στος,στος
998,Νεοπτόλεμος,adj  stem νεο   νέος   young  new ,π τ όλεμος  war ,,,,όλεμος,N,πόλεμος,μος,μος
999,νεόσμηκτος,adj  stem νεο   νέος   young  new ,verbal root σμηκ   σμήχω   clear off ,"adj. suf. -τος, -τον",τος,A,σμήχω,V,σμήχω,V,τος
1000,νεόστροφος,adj  stem νεο   νέος   young  new , στροφ   στρέφω   twist ,"adj. suf. -ος, -ον",ος,A,στρέφω,N,στρέφω,,ος
1001,νεότευκτος,adj  stem νεο   νέος   young  new ,verbal root τευκ   τεύχω   produce by work or art  make  build   ,,,,τεύχω,V,τεύχω,V,τος
1002,νεοτευχής,adj  stem νεο   νέος   young  new ,verbal rootτεύχ   τεύχω  produce by work or art ,,,,τεύχω,V,τεύχω,V,ης
1003,νεφεληγερέτα,noun root νεφέλ   νεφέλη   cloud ,verbal root ἠγερ   ἀγείρω   to gather together ,m. nounsuf.-τα (epic for -της),τα,A,ἀγείρω,V,ἀγείρω,V,τα
1004,νήγρετος,verbal stem ἐγρ,,,,,ἐγρ,V,ἐγήρα,V,ετος
1005,νήδυμος,,,,,,,N,,,μος
1006,νηκερδής,noun root κερδ   κέρδος   gain  profit ,,"adj. suf. -ής, -ές",ης,A,κέρδος,N,κέρδος,ος,ης
1007,νηλεῖτις,noun rootἀλείτ   ἀλείτης   sinner   cf  ἀλιταίνω ,,adj. suf. -ις,ις,A,ἀλιταίνω,N,ἀλιταίνω,,τις
1008,νηλής,noun stem ἔλε   ἔλεος  pity  mercy  compassion ,,"adj. suf. -ής, -ές",ης,A,ἔλεος,N,ἔλεος,εος,ης
1009,νημερτής,verbal rootἁμαρτ   ἁμαρτάνω   do wrong  err  sin ,,"adj. suf. -ής, -ές",ης,A,ἁμαρτάνω,V,ἁμαρτάνω,V,της
1010,νηνεμίη,nooun root ηνεμ   ἄνεμος   wind ,,"noun suf. -ίη, -ης",ιη,A,ἄνεμος,N,ἄνεμος,μος,ιη
1011,νήποινος,noun root ποιν   ποινή,,,,,ποινή,N,ποινή,η,νος
1012,Νήριτον,,,,,,,N,,,ον
1013,νώνυμος,,,,,,,N,,,μος
1014,νῶροψ,noun root νωρ   *ἄνερ *ἄναρ  expressing an idea of  vital energy   cf ἠνορέη  poet  for ἀνδρεία  manhood  prowess  strength  force   cf  Chantraine ,noun root οπ   ὄψ   eye  face ,adj. suf. -ς,ς,A,οπ,N,ῥοπή,,
1015,ξεινοδόκος,adj  noun stem ξεῖνο   ξεῖνος  ion  for ξένος   guest friend  stranger ,verbal root δοκ   δέχομαι   take  accept  receive ,adj. suf. -ος,ος,A,δέχομαι,V,δέχομαι,V,ος
1016,ξύλοχος,,,,,,,N,,,ος
1017,ὀαριστύς,,,,,,,N,,,υς
1018,ὀβριμοεργός,,,,,,,N,,,ος
1019,ὀβριμοπάτρη,,,,,,,N,,,η
1020,ὁδοιπόριον,,,,,,,N,,,ιον
1021,ὁδοίπορος,noun stem ὁδο ι   ὁδός   way  road ,verbal root πόρ   πείρω   pierce  run through ,m. noun suf. -ος,ος,A,πείρω,V,πείρω,V,ρος
1022,ὀδυνήφατος,,,,,,,N,,,τος
1023,Οἰδιπόδης,,,,,,,N,,,ης
1024,ὀϊζυρός,,,,,,,N,,,ρος
1025,Ὀικλέης,,,,,,,N,,,ης
1026,οἰνοβαρείων,,,,,,,N,,,ιων
1027,Οἰνόμαος,noun stem Οἰνο   οἶνος   wine ,verbal root μα   μαίομαι   seek after  seek for ,"noun suf. -ος, -ου",ος,A,μαίομαι,V,μαίομαι,V,ος
1028,οἰνόπεδος,, πέδ   πέδον   ου    ground  earth ,adj. suf. -ος -ον,ος,A,πέδον,N,πέδον,ον,ος
1029,οἰνοπληθής,,,,,,,N,,,ης
1030,οἰνοποτήρ,,,,,,,N,,,τηρ
1031,οἰνοχόος,verb root χο   χέω   pour ,,noun suf. -ος,ος,A,χέω,V,χέω,V,ος
1032,οἶνοψ,root οπ   ὄψ  ὀπός    eye  face ,,,,,ὀπός,N,ὀπός,ος,
1033,οἰοπόλος,verbal root  πολ   πέλομαι   come into existence  become  be ,,"adj. suf. -ος, -ον",ος,A,πέλομαι,V,πέλομαι,V,λος
1034,ὀϊστός,verbal stem*ιστός  cmp  Skr  ișyati  ἰός&lt  *iswo   Skr  ișu  arrow    throw ,,,,,ιστός,V,λιστός,V,στος
1035,οἰωνοπόλος,,,,,,,N,,,λος
1036,ὀκτάκνημος,,,,,,,N,,,μος
1037,ὀκτωκαιδέκατος,,,,,,,N,,,τος
1038,ὀλοοίτροχος,,,,,,,N,,,ος
1039,ὀλοόφρων,, *φρον  φρήν φρενός   midriff heart mind ,"adj. suf.-ων, -ον",ων,A,φρενός,N,φρενόω,νος,ων
1040,ὁμηγερής,adj  root ὁμ   ὁμός   ή  όν   one and the same  common  joint ,verbal rootἀγερ   ἀγείρω   gather together ,"adj. suf. -ής, -ές",ης,A,ἀγείρω,V,ἀγείρω,V,ης
1041,ὁμηλικίη,,ἡλικία  Ion  ἡλικίη time of life  age ,,,,ἡλικία,N,ἡλικία,ια,ιη
1042,ὁμῆλιξ,,,,,,,N,,,
1043,ὁμογάστριος,, γαστήρ  the paunch  belly ,"adj. suf. -ιος, -ιον",ιος,A,γαστήρ,N,γαστήρ,τηρ,ιος
1044,ὁμοκλή,root noun *κλή  καλέω  κέκλημαι   cry  shout ,,,,,κέκλημαι,N,κέκλημαι,,η
1045,ὁμοκλητήρ,,,,,,,N,,,τηρ
1046,ὁμότιμος,,,,,,,N,,,μος
1047,ὁμοφροσύνη,,,,,,,N,,,συνη
1048,ὁμόφρων,,,,,,,N,,,ων
1049,ὁμώνυμος,adj  root ὁμ   ὁμός   ή  όν   one and the same  common  joint ,noun stem ονυμ   ὄνυμα ὄνομα   ματος   name ,adj. suf. -ος -ον,ος,A,ὄνυμα,N,ὄνυμα,α,μος
1050,ὀνειροπόλος,,,,,,,N,,,λος
1051,ὀνομάκλυτος,,,,,,,N,,,τος
1052,ὄπατρος,,,,,,,N,,,ρος
1053,ὁππότερος,,,,,,,N,,,τερος
1054,ὀπώρα,, *ὄσαρ  harvest time  summer ,ρα,ρα,A,ὄσαρ,N,ὄαρ,,ρα
1055,ὀρεσίτροφος,verbal root τροφ   τρέφω   to feed  to breed ,,"adj. suf. -ος, -ον",ος,A,τρέφω,V,τρέφω,V,ος
1056,ὀρεσκῷος,,,,,,,N,,,ος
1057,ὀρθόκραιρος,adj  stem ὀρθό   ὀρθός   ή   όν   straight ,noun root κραιρ   κραῖρα   top  head  extremity ,"adj. suf. -ος, -ον",ος,A,κραῖρα,N,κραῖρα,ρα,ρος
1058,Ὀρσίλοχος,verbal rootὀρσι   ὄρνυμι   urge on  incite ,λόχος   ου ambuscade  or  any armed band  body of troops ,,,,λόχος,N,λόχος,ος,ος
1059,ὀρσοθύρη,,,,,,,N,,,η
1060,Ὀρτίλοχος,,,,,,,N,,,ος
1061,οὐδενόσωρος,noun root ωρ   ὤρα   A   care  concern ,,"adj. suf. -ος, -ον",ος,A,ὤρα,N,ὤρα,ρα,ρος
1062,οὐλοκάρηνος,, κάρην ον  τό  head ,"adj suf. -ος, -ον",ος,A,κάρην,N,ἐκάρην,,νος
1063,οὐλοχύται,,,,,,,N,,,
1064,οὐρανομήκης,,,,,,,N,,,ης
1065,οὐτιδανός,,,,,,,N,,,νος
1066,ὀψίγονος,,,,,,,N,,,νος
1067,παγχάλκεος,adj  stem παν   πᾶς  πᾶσα  πᾶν  all  the whole ,χάλκεος    είη    εον of copper or bronze  brazen ,,,,χάλκεος,N,χάλκεος,εος,εος
1068,πάγχαλκος,adj  stemπάν   πᾶς  πᾶσα  πάν   all  whole ,nounstem χαλκ   χαλκός   bronze ,"adj. suf. -ος, -ον",ος,A,χαλκός,N,χαλκός,ος,ος
1069,παιδοφόνος,noun root παιδ ο   παῖς   child ,V N rootφόν   gwhon   φόνος  murder   gwhen   θείνω  hit    kill  murder ,"adj. suf. -ος,-ον",ος,A,φόνος,N,φόνος,νος,νος
1070,παλαιγενής,,,,,,,N,,,ης
1071,παλαίφατος,verbal root φα   φημί   say ,,"adj. suf. -τος, -τον",τος,A,φημί,V,φημί,V,τος
1072,παλίλλογος,verbal root λογ   λέγω   pick up ,,"adj. suf. -ος, -ον",ος,A,λέγω,V,ἀλέγω,V,ος
1073,παλιμπετής,verbal root πετ   πίπτω   to fall ,,"adj. suf.-ής, -ές",ης,A,πίπτω,V,πίπτω,V,ετης
1074,παλινάγρετος,,,,,,,N,,,ετος
1075,παλίνορσος,verbal rootορσ   ὄρνυμι   urge on  incite move  stir oneself ,,"adj. suf. -ος, -ον",ος,A,ὄρνυμι,V,ὄρνυμι,V,ος
1076,παλίντονος,, τόν   nomen actionisτόνος  cfr τείνω   that by which a thing is stretched  or that which can itself be stretched  cord  brace  band ,"adj. suf. -ος, -ον",ος,A,τόνος,N,τόνος,νος,νος
1077,παλιρρόθιος,,ῥόθιος   ον  rushing  roaring  dashing esp  of waves ,,,,ῥόθιος,N,ῥόθιος,ιος,ιος
1078,παλίωξις,noun stem ιωξ   ἰωκή   rout  pursuit ,,nounsuf. -ις,ις,A,ἰωκή,N,ἰωκή,η,ις
1079,παμμέλας,,,,,,,N,,,ας
1080,παμποίκιλος,adj  stem παμ   πᾶς  πᾶσα  πᾶν   all ,ποικίλος   η   ον   many coloured  spotted  pied  dappled ,,,,ποικίλος,N,ποικίλος,λος,λος
1081,πάμπρωτος,adj  stem πάμ   πᾶς  πᾶσα  πᾶν   all ,πρῶτος   η   ον  former  earlier ,,,,πρῶτος,N,πρῶτος,ωτος,ωτος
1082,παμφανόων,adj  stemπαμ   παν   πᾶς  πᾶσα  πᾶν ,verbal root φαν   φαίνω   bring to light  come to light ,"adj. suf. -ων, -ουσα, -ον",ων,A,φαίνω,V,φαίνω,V,ων
1083,πάναγρος,adj  stem πάν   πᾶς πᾶσα πᾶν   all ,verbal root A   ἀγείρω   to bring together  gather together ,"adj. suf. -ος, -ον",ος,A,ἀγείρω,V,ἀγείρω,V,ρος
1084,παναίολος,adj  stemπαν   πᾶς  πᾶσα  πᾶν   all ,A  quick moving  nimble  glittering  changeful of hue  sheeny ,,,,,N,,,λος
1085,πανάπαλος,adj  stem παν   πᾶς  πᾶσα  πᾶν   all ,ἀπαλός   ή   όν  soft to the touch  tender ,,,,ἀπαλός,N,ἀπατηλός,λος,λος
1086,πανάποτμος,adj  stem παν  πᾶς  πᾶσα  πᾶν   all ,ἄποτμος   ον unhappy  ill starred ,,,,ἄποτμος,N,ἄποτμος,μος,μος
1087,πανάργυρος,adj  stem παν   πᾶς πᾶσα πᾶν   all ,noun root ἄργυρ   silver ,"adj. suf. -ος, -ον",ος,A,ἄργυρ,N,ἄργυρος,,ρος
1088,παναφῆλιξ,adj  stem παν   πᾶς  πᾶσα  πᾶν   all  every  whole ,ἀφῆλιξ  severed from companions of his own age ,,,,ἀφῆλιξ,N,ἀφῆλιξ,,
1089,Παναχαιοί,adj  stem παν   πᾶς  πᾶσα  πᾶν   all ,Ἀχαιοί theAchaeans ,,,,Ἀχαιοί,N,Ἀχαία,ιοι,ιοι
1090,παναώριος,adj  stem παν   πᾶς πᾶσα πᾶν   all ,root noun A   ἀώριος  A  ον   untimely  unseasonable    ἄωρος &gt  ἀ privativum  ὥρα  season ,"adj. suf. -ιος, -ιον)",ιος,A,ἀώριος,N,ἀώριος,ιος,ιος
1091,πανδαμάτωρ,adj  stem παν   πᾶς  πᾶσα  πᾶν   all ,verbal rootδαμά   δαμάω   subdue  tame ,nomen agentissuf. -τωρ,τωρ,A,δαμάω,V,δαμάω,V,τωρ
1092,Πάνδαρος,,,,,,,N,,,ρος
1093,πανδήμιος,adj  stem παν   πᾶς πᾶσα πᾶν   all ,root noun,,,,,N,,,ιος
1094,Πανδίων,adj  stem παν   πᾶς πᾶσα πᾶν   all , δῖ ος “noble  excellent”,noun suf. -,,N,δῖ,N,δεῖ,,ιων
1095,Πάνδοκος,adj  stem παν   πᾶς πᾶσα πᾶν   all ,verbalroot δοk   δέχ ομαι  ion  δέκ ομαι   take  accept  receive ,noun suf. -ος,ος,A,ομαι,V,οἶμαι,V,ος
1096,πανημέριος,adj  stemπαν   πᾶς  πᾶσα  πᾶν   all the whole ,noun root ἡμέρ   ἡμέρα   day ,"adj. suf. -ιος, -A, -ον",ιος,A,ἡμέρα,N,ἡμέρα,ρα,ιος
1097,Πάνθοος,adj  stem πάν   πᾶς πᾶσα πᾶν   all , θοός   ή   όν   quick  nimble ,noun suf. -ος,ος,A,θοός,N,θοός,ος,ος
